"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","UWater:0","UWater:1","UWater:2","alpha.water","k","kMean","nut","p_rgh","p_rghMean","rho","p","Points:0","Points:1","Points:2"
0.43427,0.042805,0.46765,0.12898,0.07723,0.0063735,0.045405,0.036219,0.033005,0.0027128,-0.0016048,0.012168,0.00062002,0.00012709,0.00048316,0.0020521,0.011346,0.012509,5.1321e-06,4.3756,757.5,3.05,-0.064891,0.31145,-0.19073,0.15947
0.17456,0.098133,0.091214,0.15895,0.079835,0.001865,0.046872,0.041389,0.033099,0.0019393,-0.0019717,0.011042,-0.0019829,0.025613,-0.0095735,0.091706,0.01098,0.012348,1.0901e-06,134.41,761.72,92.615,1.1043,0.32373,-0.19073,0.16062
0.11973,0.17089,-0.04243,0.16656,0.080848,0.0013253,0.045979,0.042121,0.032298,0.00089975,-0.0019254,0.010967,-0.0024956,0.033365,-0.014416,0.11613,0.010862,0.012303,6.5885e-07,171.53,762.93,117.01,1.5309,0.32727,-0.19073,0.16095
0.096743,0.2357,-0.12075,0.17529,0.079695,0.00384,0.044463,0.042158,0.031283,-0.0001556,-0.0021974,0.010707,0.0028103,0.048856,-0.018669,0.16289,0.011031,0.012267,8.0971e-07,242.24,764.49,163.73,2.4223,0.33161,-0.19073,0.16141
0.12978,0.2591,-0.1518,0.18459,0.076359,0.0086741,0.043164,0.04221,0.030707,-0.00040011,-0.0022549,0.010548,0.013328,0.054613,-0.021641,0.17445,0.011009,0.012245,1.227e-06,259.65,765.76,175.27,2.3177,0.33636,-0.19073,0.16194
0.17334,0.26438,-0.1854,0.1922,0.07403,0.011899,0.04248,0.042547,0.030763,2.155e-05,-0.0018922,0.01045,0.017326,0.045861,-0.024865,0.13961,0.010518,0.012217,1.2946e-06,207.46,766.52,140.47,1.3073,0.34016,-0.19073,0.16235
0.17495,0.27088,-0.19728,0.19264,0.073471,0.012071,0.042251,0.042721,0.030455,0.00021696,-0.0018402,0.01033,0.017162,0.045173,-0.024574,0.13724,0.010468,0.01221,1.2725e-06,203.93,766.69,138.1,1.2531,0.34091,-0.19073,0.16241
0.17571,0.27524,-0.20096,0.19332,0.073227,0.012088,0.041949,0.042887,0.030267,0.00042139,-0.0015949,0.010112,0.016826,0.044155,-0.024083,0.13405,0.010396,0.0122,1.2807e-06,199.17,766.9,134.91,1.1976,0.3418,-0.19073,0.16248
0.19799,0.27589,-0.21824,0.19983,0.072029,0.013572,0.041506,0.042928,0.030626,0.00045085,-0.0010184,0.010029,0.014415,0.032901,-0.023009,0.094634,0.0098357,0.012165,1.1977e-06,140.54,767.62,95.54,0.42566,0.34545,-0.19073,0.16282
0.21515,0.23556,-0.16786,0.21297,0.068306,0.016208,0.041075,0.040972,0.030995,-0.0012821,-0.00074358,0.0094467,0.0074191,0.017631,-0.013406,0.047148,0.0089844,0.012091,9.0224e-07,70.226,769.69,48.101,-0.19771,0.35454,-0.19073,0.16361
0.21105,0.25264,-0.18695,0.2084,0.070148,0.015032,0.040893,0.041669,0.030895,-0.00047286,-0.00046781,0.0094036,0.009567,0.021846,-0.016715,0.060057,0.0092022,0.012115,1.2616e-06,89.319,769.12,60.997,-0.043614,0.35179,-0.19073,0.16337
0.20695,0.26627,-0.20102,0.20623,0.07057,0.014772,0.041116,0.042283,0.030894,-0.00030378,-0.00057094,0.0097508,0.010201,0.023282,-0.017827,0.063911,0.0092989,0.012124,1.0851e-06,95.031,768.61,64.847,0.011268,0.35,-0.19073,0.16322
0.19901,0.27523,-0.21148,0.20099,0.071939,0.013637,0.041178,0.042817,0.030568,0.00051456,-0.00069389,0.0097055,0.013826,0.03155,-0.022077,0.090748,0.0097237,0.012154,1.4923e-06,134.77,767.96,91.657,0.37451,0.3468,-0.19073,0.16293
0.21789,0.21757,-0.15138,0.2174,0.067174,0.016991,0.041319,0.040562,0.031115,-0.0015419,-0.0009561,0.0095296,0.006689,0.016003,-0.011801,0.042528,0.0089627,0.012074,8.4059e-07,63.359,770.12,43.485,-0.26845,0.35684,-0.19073,0.16382
0.22313,0.19094,-0.13565,0.22131,0.066592,0.017238,0.041185,0.039746,0.031069,-0.0017206,-0.001059,0.0092883,0.0061249,0.0146,-0.010771,0.038994,0.0089825,0.012057,3.1676e-07,58.125,770.81,39.955,-0.34532,0.35909,-0.19073,0.16402
0.22455,0.16219,-0.12058,0.22697,0.067367,0.017387,0.041091,0.039302,0.030725,-0.0018575,-0.0011652,0.0095513,0.0055393,0.013091,-0.0096793,0.035238,0.0091557,0.012024,0,52.559,771.58,36.203,-0.44504,0.36177,-0.19073,0.16424
0.22659,0.14525,-0.1073,0.23129,0.06779,0.017786,0.041056,0.039211,0.030782,-0.0017842,-0.0012125,0.0096149,0.0054111,0.012284,-0.0088901,0.033408,0.0092444,0.012014,0,49.814,771.94,34.374,-0.48912,0.36364,-0.19073,0.16442
0.23072,0.067492,-0.058893,0.25161,0.076739,0.022891,0.0404,0.038124,0.029209,-0.001327,-0.001231,0.010999,0.0035508,0.0067295,-0.0047859,0.021089,0.0098921,0.011894,0,31.563,774.36,22.068,-0.80764,0.37273,-0.19073,0.1652
0.2308,0.076055,-0.065559,0.24909,0.075366,0.022169,0.040716,0.038118,0.029345,-0.0015067,-0.0012768,0.011026,0.0037773,0.0074922,-0.0053861,0.022331,0.0098255,0.011902,0,33.415,774.12,23.309,-0.78086,0.37175,-0.19073,0.16512
0.22816,0.10269,-0.080534,0.24163,0.071575,0.019472,0.040763,0.038686,0.029865,-0.0017385,-0.0013003,0.010322,0.0046004,0.0096044,-0.0068693,0.027292,0.0096045,0.011963,0,40.737,773.11,28.265,-0.65094,0.36818,-0.19073,0.16482
0.22662,0.11652,-0.091481,0.23795,0.070282,0.018877,0.04104,0.038684,0.029977,-0.0018951,-0.0013006,0.010305,0.0047091,0.010482,-0.0076113,0.029002,0.0095038,0.011969,0,43.295,772.81,29.973,-0.60761,0.36677,-0.19073,0.16469
0.22751,0.062154,-0.055012,0.25366,0.078121,0.023604,0.04006,0.038164,0.02911,-0.0011418,-0.0011335,0.010926,0.0031898,0.0063272,-0.0044189,0.021102,0.0099371,0.011884,0,31.577,774.58,22.081,-0.79963,0.37356,-0.19073,0.16525
0.23022,0.045728,-0.045333,0.2614,0.083035,0.026663,0.039683,0.038062,0.029345,-0.00062101,-0.00090133,0.011201,0.00245,0.0042892,-0.0030369,0.016309,0.010029,0.01181,0,24.547,775.67,17.293,-0.93003,0.37727,-0.19073,0.16556
0.22611,0.045243,-0.050942,0.27105,0.088979,0.029112,0.038765,0.037926,0.029312,5.6835e-05,-0.00078014,0.010914,0.0015056,0.002441,-0.0019051,0.012722,0.01005,0.011724,0,19.369,776.98,13.709,-1.0417,0.38166,-0.19073,0.16591
0.22502,0.044765,-0.050671,0.27142,0.089224,0.029224,0.038716,0.037932,0.029294,8.7932e-05,-0.00075898,0.010898,0.0014372,0.0025097,-0.0019135,0.013165,0.010056,0.011721,6.7902e-09,20.025,777.03,14.151,-1.0272,0.38182,-0.19073,0.16592
0.21999,0.050257,-0.065329,0.27556,0.091202,0.029578,0.038388,0.037532,0.029008,0.00035639,-0.00090657,0.01073,0.00096629,0.0019618,-0.0018537,0.012552,0.010085,0.011685,0,19.219,777.55,13.54,-1.0598,0.38361,-0.19073,0.16607
0.20221,0.076641,-0.14642,0.29263,0.096998,0.029353,0.037393,0.034619,0.02785,0.0016892,-0.0015226,0.0099243,0.00051768,0.0047467,-0.0056262,0.027139,0.010405,0.011526,0,41.248,778.33,28.111,-0.75556,0.39091,-0.19073,0.1666
0.20165,0.07445,-0.14476,0.29161,0.096786,0.02923,0.037391,0.034875,0.027955,0.0016473,-0.0014091,0.0099866,0.00051788,0.0047735,-0.0056532,0.027301,0.010385,0.011537,3.1239e-07,41.493,778.26,28.273,-0.75198,0.3904,-0.19073,0.16657
0.21663,0.061707,-0.091114,0.28233,0.093765,0.029987,0.037806,0.036794,0.028696,0.00082064,-0.0011489,0.010445,0.00078252,0.0026214,-0.0026623,0.016008,0.010158,0.011627,1.2867e-07,24.433,777.87,16.992,-0.99588,0.38636,-0.19073,0.16628
0.21525,0.060984,-0.090637,0.2819,0.093662,0.029931,0.037822,0.036868,0.028723,0.00079902,-0.0011059,0.010457,0.00077923,0.0026277,-0.0026675,0.016041,0.010154,0.011631,2.327e-07,24.482,777.84,17.025,-0.99508,0.38617,-0.19073,0.16627
0.19865,0.079299,-0.15212,0.29363,0.097256,0.029339,0.037441,0.034323,0.027653,0.0017381,-0.0015446,0.0098726,0.00052227,0.0047279,-0.0056302,0.027071,0.010422,0.011514,0,41.149,778.4,28.044,-0.75733,0.39147,-0.19073,0.16663
0.18203,0.091525,-0.19298,0.30159,0.099579,0.027639,0.037406,0.032338,0.026567,0.0026139,-0.0014122,0.0094204,0.0017658,0.009279,-0.010704,0.049176,0.010635,0.011418,6.9805e-09,74.572,778.72,50.127,-0.24217,0.39546,-0.19073,0.16687
0.1798,0.10975,-0.2017,0.30776,0.10113,0.025811,0.037387,0.031088,0.025386,0.0033401,-0.00097369,0.0091574,0.0076346,0.018239,-0.017497,0.087827,0.010752,0.011324,7.7899e-07,133.06,778.94,88.739,0.72368,0.39899,-0.19073,0.16706
0.16776,0.11572,-0.21574,0.30921,0.10165,0.025851,0.037531,0.030645,0.024878,0.0034053,-0.0008448,0.009167,0.0076058,0.018114,-0.017504,0.087518,0.010754,0.011305,9.2514e-07,132.62,779.04,88.431,0.71369,0.4,-0.19073,0.1671
0.16637,0.15919,-0.1807,0.31889,0.10508,0.022947,0.037075,0.0288,0.021946,0.0043848,0.00070683,0.0084146,0.030852,0.037186,-0.026007,0.16206,0.010766,0.011073,5.979e-06,245.72,779.62,162.9,2.8016,0.40909,-0.19073,0.16748
0.18415,0.15184,-0.18698,0.318,0.10422,0.02317,0.037107,0.029163,0.022488,0.0042252,0.00042555,0.0085408,0.0311,0.037321,-0.026069,0.16225,0.010781,0.011103,5.83e-06,245.93,779.54,163.09,2.8099,0.40771,-0.19073,0.16743
0.16512,0.14223,-0.20828,0.31487,0.10351,0.024373,0.03744,0.029509,0.023177,0.0040108,-7.8545e-07,0.0089067,0.019592,0.029913,-0.023815,0.13474,0.010788,0.011192,3.713e-06,204.17,779.34,135.6,1.9434,0.40455,-0.19073,0.1673
0.18238,0.13449,-0.20025,0.31368,0.10283,0.024288,0.037311,0.029948,0.023778,0.003919,-0.00027043,0.0088944,0.019709,0.030036,-0.023734,0.13482,0.010802,0.011215,3.0057e-06,204.22,779.25,135.68,1.95,0.40334,-0.19073,0.16725
0.15516,0.16268,-0.17198,0.31966,0.10593,0.022507,0.036882,0.028544,0.021609,0.004562,0.0008335,0.0082019,0.030585,0.036922,-0.025743,0.16134,0.010778,0.011032,5.1951e-06,244.7,779.68,162.18,2.7909,0.41057,-0.19073,0.16753
0.16589,0.16056,-0.16036,0.32222,0.10605,0.021608,0.036479,0.028224,0.021319,0.0044851,0.0010333,0.0077454,0.034267,0.036569,-0.024789,0.15982,0.010698,0.010936,6.1927e-06,242.74,779.83,160.66,3.1442,0.41364,-0.19073,0.16766
0.17376,0.15162,-0.16319,0.32445,0.10558,0.020779,0.035962,0.027708,0.021085,0.0042042,0.0010732,0.0071273,0.035094,0.03482,-0.025325,0.15733,0.010543,0.010838,7.7339e-06,239.46,779.9,158.18,3.5948,0.41643,-0.19073,0.1678
0.16808,0.15187,-0.16952,0.3251,0.10653,0.020284,0.035577,0.02738,0.020812,0.0043505,0.0011308,0.0067858,0.034891,0.034552,-0.025429,0.15755,0.010605,0.010779,8.9463e-06,239.89,779.92,158.39,3.5977,0.41818,-0.19073,0.16785
0.22907,0.14786,-0.1625,0.3298,0.10691,0.016554,0.033445,0.025318,0.01878,0.0035285,0.0013055,0.0046387,0.070095,0.047096,-0.030802,0.26295,0.010483,0.010439,2.0928e-05,402.8,779.72,263.68,7.3354,0.42727,-0.19073,0.16818
0.21037,0.13845,-0.16905,0.32936,0.10598,0.017506,0.034166,0.025654,0.019465,0.0037128,0.0011121,0.0051947,0.062923,0.043456,-0.029236,0.23791,0.010375,0.010519,1.8164e-05,363.82,779.79,238.68,6.7517,0.42517,-0.19073,0.16814
0.18619,0.14598,-0.18708,0.32747,0.10683,0.018702,0.034516,0.026317,0.019963,0.0040082,0.0012118,0.0056231,0.044637,0.03825,-0.029743,0.18958,0.010533,0.01061,1.6118e-05,289.37,779.88,190.39,4.8062,0.42273,-0.19073,0.16802
0.18322,0.14384,-0.17062,0.32706,0.10582,0.019289,0.035103,0.026702,0.020426,0.004015,0.0010761,0.0061508,0.04306,0.037329,-0.028441,0.18163,0.010426,0.010683,1.2019e-05,276.96,779.91,182.45,4.6486,0.42079,-0.19073,0.16797
0.26202,0.15934,-0.11994,0.33041,0.10732,0.015119,0.032707,0.024951,0.018096,0.0032525,0.0014067,0.0043122,0.083808,0.05195,-0.028809,0.29913,0.010512,0.010357,1.9636e-05,459.52,779.63,299.83,8.4814,0.42947,-0.19073,0.16823
0.28643,0.14728,-0.085819,0.33236,0.10623,0.013743,0.032384,0.024373,0.017559,0.0030413,0.0012714,0.0041153,0.1035,0.051916,-0.01944,0.34125,0.010423,0.01027,1.8906e-05,525.58,779.47,341.91,11.148,0.43182,-0.19073,0.16832
0.30171,0.12653,-0.057229,0.3344,0.10472,0.012442,0.03203,0.023864,0.017163,0.0029172,0.0010926,0.0040721,0.11584,0.042978,-0.0065075,0.3593,0.01043,0.010187,1.7063e-05,554.99,779.27,359.94,13.605,0.434,-0.19073,0.16839
0.33714,0.13034,-0.0024228,0.33521,0.10443,0.010828,0.031163,0.023376,0.016668,0.0026333,0.001063,0.0040302,0.12853,0.044429,-0.00050669,0.38305,0.010413,0.010094,1.36e-05,592.78,779.15,383.66,14.719,0.43636,-0.19073,0.16843
0.37491,0.046984,0.031667,0.3422,0.09883,0.0078002,0.027586,0.021399,0.015731,0.0017515,0.00051593,0.0039388,0.13412,0.0021191,0.0062624,0.37674,0.010701,0.0097261,1.6752e-05,581.36,778.45,377.37,14.762,0.44546,-0.19073,0.16858
0.36953,0.069615,0.036217,0.34066,0.10001,0.0079963,0.028878,0.021983,0.015913,0.0020909,0.00067502,0.0039511,0.1412,0.011161,0.0094513,0.39278,0.010696,0.0098313,1.3937e-05,607.15,778.55,393.39,15.739,0.44294,-0.19073,0.16854
0.36722,0.09431,0.040598,0.33858,0.10181,0.0086983,0.029533,0.022369,0.016151,0.0022439,0.00079996,0.0040719,0.13542,0.024864,0.010022,0.38299,0.010542,0.0099108,1.2194e-05,593.22,778.8,383.61,15.831,0.44091,-0.19073,0.16852
0.34414,0.1044,0.0084379,0.33734,0.10268,0.0097785,0.030648,0.022908,0.0164,0.0025196,0.00090359,0.0039856,0.13405,0.030244,0.0062736,0.38798,0.010516,0.010012,1.3362e-05,600.77,778.92,388.6,15.853,0.43846,-0.19073,0.16848
0.36583,0.01817,-0.0045269,0.34352,0.097359,0.0083948,0.026297,0.020846,0.015448,0.0013226,0.00027378,0.0037429,0.13158,-0.005122,-0.00044815,0.3769,0.010556,0.0096214,1.7203e-05,580.43,778.34,377.53,14.065,0.44805,-0.19073,0.16862
0.36859,0.0020808,-0.011975,0.3453,0.095627,0.0080092,0.025646,0.020591,0.01517,0.0011549,0.00015588,0.0035665,0.14324,-0.013997,-0.0021649,0.39951,0.010715,0.0095475,1.741e-05,613.6,778.1,400.11,13.816,0.45,-0.19073,0.16864
0.37628,-0.0023101,-0.013202,0.34662,0.093916,0.0078612,0.025115,0.02048,0.014845,0.0010372,3.4567e-05,0.0033798,0.16048,-0.017435,-0.0010767,0.42955,0.010843,0.009481,1.5938e-05,658.85,777.86,430.12,14.295,0.45191,-0.19073,0.16866
0.36126,-0.026319,-0.056912,0.34689,0.091873,0.0089687,0.024096,0.020094,0.014494,0.00069245,-0.00033826,0.0029481,0.16929,-0.020104,-0.0062998,0.45197,0.010592,0.0093852,1.2035e-05,693.06,777.76,452.52,14.588,0.45454,-0.19073,0.1687
0.39487,-0.013075,-0.070733,0.34482,0.082757,0.011548,0.022731,0.019562,0.013568,0.00091076,-0.0012877,0.0015296,0.24173,-0.0071497,-0.0036503,0.56397,0.010236,0.009118,1.2804e-05,865.97,777.21,564.4,18.386,0.46364,-0.19073,0.1689
0.37931,-0.0223,-0.070519,0.34686,0.085619,0.010502,0.022919,0.019799,0.013734,0.00071355,-0.00096121,0.002077,0.22081,-0.012224,-0.0031764,0.53316,0.01042,0.0091961,1.0788e-05,818.07,777.29,533.63,17.434,0.46082,-0.19073,0.16883
0.36875,-0.030806,-0.075053,0.34663,0.087468,0.010248,0.023095,0.019814,0.013881,0.00061874,-0.00087388,0.0022326,0.20577,-0.017107,-0.0057205,0.51386,0.01042,0.009244,1.0806e-05,788.48,777.46,514.34,16.64,0.45909,-0.19073,0.16879
0.37269,-0.021669,-0.052331,0.34764,0.090143,0.0090491,0.023745,0.020075,0.014207,0.00066833,-0.00044627,0.0027851,0.18763,-0.018677,-0.0034124,0.47986,0.010658,0.0093284,1.1861e-05,735.74,777.55,480.38,15.612,0.45638,-0.19073,0.16874
0.41491,0.0093386,-0.066233,0.34265,0.079841,0.011948,0.022889,0.019369,0.013535,0.0011378,-0.001435,0.00096535,0.25797,0.00079088,-0.0048153,0.57958,0.010086,0.0090356,1.5623e-05,890.29,777.15,580,18.743,0.4666,-0.19073,0.16898
0.42278,0.018399,-0.065873,0.34258,0.078002,0.012232,0.022826,0.019341,0.013563,0.0013291,-0.0014976,0.00079119,0.26685,0.0072792,-0.0048317,0.58661,0.010031,0.0089949,1.5037e-05,900.8,777.02,587.02,18.896,0.46818,-0.19073,0.16903
0.42957,0.027616,-0.072064,0.34253,0.076287,0.012315,0.02281,0.019349,0.013672,0.0015436,-0.0015219,0.00062184,0.2707,0.014535,-0.0097525,0.58274,0.0099311,0.0089577,1.4758e-05,894.25,776.93,583.16,18.369,0.46968,-0.19073,0.16907
0.43832,0.055264,-0.073216,0.34142,0.073459,0.011321,0.022884,0.019255,0.013545,0.0016382,-0.0014486,0.00019604,0.27642,0.023548,-0.014313,0.57801,0.0097274,0.008873,1.6026e-05,887.05,776.9,578.43,18.021,0.47273,-0.19073,0.16916
0.3938,0.10709,-0.086862,0.34398,0.065248,0.0072114,0.022759,0.019319,0.013185,0.0020694,-0.00099182,-0.00073804,0.23561,0.047562,-0.042864,0.50251,0.0087288,0.0086588,1.3438e-05,770.8,776.58,503.01,15.473,0.48182,-0.19073,0.16935
0.43046,0.09581,-0.10051,0.3424,0.068128,0.0088664,0.022827,0.019301,0.013391,0.0019142,-0.0011843,-0.00032228,0.25977,0.043094,-0.041628,0.52967,0.0091226,0.0087319,1.4399e-05,812.12,776.68,530.14,16.085,0.47854,-0.19073,0.16929
0.43228,0.087837,-0.087632,0.34195,0.069144,0.0092102,0.022832,0.019269,0.013397,0.0018518,-0.0012397,-0.00023599,0.26784,0.038116,-0.031415,0.54621,0.0092953,0.0087601,1.4386e-05,837.53,776.77,546.67,16.499,0.47727,-0.19073,0.16927
0.44325,0.064301,-0.085958,0.34161,0.072072,0.0111,0.022884,0.019294,0.013608,0.0017859,-0.0014245,7.5719e-05,0.27583,0.030278,-0.024589,0.5672,0.0095804,0.0088404,1.5917e-05,869.8,776.82,567.63,17.226,0.4741,-0.19073,0.16919
0.34679,0.1102,-0.050458,0.34639,0.062891,0.0061454,0.022665,0.019337,0.012995,0.0022378,-0.00080094,-0.001199,0.20216,0.048902,-0.031508,0.47972,0.0081753,0.0085926,1.2721e-05,737.18,776.43,480.24,15.537,0.4852,-0.19073,0.16939
0.33448,0.11587,-0.052563,0.34704,0.062215,0.0058675,0.022664,0.019341,0.012972,0.002241,-0.00074002,-0.0012628,0.1844,0.051091,-0.033303,0.45712,0.0079813,0.0085683,1.2919e-05,703.54,776.33,457.67,15.765,0.48636,-0.19073,0.16941
0.31361,0.11849,-0.042943,0.34785,0.061788,0.0057586,0.022663,0.019314,0.012979,0.0022197,-0.00069021,-0.0012855,0.16186,0.051182,-0.026505,0.4362,0.0076997,0.0085467,1.3004e-05,673.03,776.24,436.76,16.356,0.4875,-0.19073,0.16942
0.27878,0.11981,-0.003414,0.35062,0.060172,0.0054474,0.022481,0.019259,0.012798,0.0023117,-0.00058347,-0.0016111,0.13511,0.050771,-0.0095892,0.42214,0.007012,0.0084872,1.3165e-05,652.54,776.09,422.72,16.811,0.49091,-0.19073,0.16945
0.21506,0.080948,-0.0074758,0.35711,0.058041,0.0077945,0.022086,0.018993,0.012272,0.0024236,-0.00067879,-0.0015822,0.079927,0.030179,-0.0057343,0.3643,0.005321,0.0083393,5.8865e-06,561.37,775.91,364.94,14.696,0.5,-0.19073,0.1696
0.22848,0.10453,0.013949,0.3549,0.058777,0.0064315,0.022279,0.019054,0.012575,0.00234,-0.00058228,-0.0016748,0.094088,0.040537,0.0012995,0.39955,0.0056851,0.0083949,9.4469e-06,616.91,775.88,400.15,16.271,0.49648,-0.19073,0.16953
0.24085,0.11127,0.016673,0.3541,0.058867,0.0061871,0.022265,0.019103,0.012594,0.0023355,-0.00058265,-0.0017253,0.10178,0.044507,0.002695,0.39662,0.0059814,0.0084128,1.013e-05,613.18,775.93,397.22,16.572,0.49545,-0.19073,0.16951
0.25823,0.11768,0.0048239,0.35149,0.059932,0.0055528,0.022481,0.019212,0.012811,0.0022992,-0.00055922,-0.0015931,0.11855,0.049157,-0.0037746,0.41587,0.0066507,0.0084678,1.2583e-05,643.48,776.02,416.45,17.105,0.492,-0.19073,0.16947
0.18366,0.050905,-0.0468,0.35903,0.057512,0.0093322,0.021876,0.019057,0.011914,0.0025594,-0.00076305,-0.0012611,0.06761,0.020184,-0.01789,0.34307,0.0053348,0.0082786,6.5121e-06,528.38,776.05,343.73,13.649,0.50371,-0.19073,0.16971
0.17862,0.04446,-0.053992,0.35959,0.0575,0.0095537,0.021907,0.019024,0.011872,0.0025722,-0.0007748,-0.0011994,0.065119,0.016208,-0.022284,0.34577,0.0052371,0.0082636,6.64e-06,531.82,776.03,346.42,13.373,0.50454,-0.19073,0.16973
0.17522,0.040493,-0.059171,0.36002,0.057473,0.0097135,0.02195,0.019001,0.011817,0.0025867,-0.00078971,-0.0011335,0.064176,0.013804,-0.02616,0.35155,0.0052678,0.0082484,6.6678e-06,540.47,776.02,352.2,13.521,0.50534,-0.19073,0.16976
0.13532,0.020293,-0.095695,0.3615,0.056825,0.010849,0.021706,0.019207,0.011412,0.0027063,-0.0008278,-0.00066883,0.057583,0.0084672,-0.037875,0.37814,0.0055399,0.0081875,7.1025e-06,581.77,776.28,378.76,13.768,0.50909,-0.19073,0.16991
0.13126,-0.01032,-0.11265,0.365,0.054383,0.011871,0.021319,0.019785,0.010285,0.0030242,-0.00070697,0.00045315,0.072384,-0.0064356,-0.051354,0.52654,0.0061156,0.0080347,1.1543e-05,810.69,777,527.01,16.554,0.51818,-0.19073,0.17033
0.11562,0.0013837,-0.11247,0.36331,0.055638,0.01162,0.021528,0.019514,0.010821,0.0028525,-0.00082606,-5.9345e-05,0.059525,0.00019967,-0.047296,0.45658,0.0059234,0.0081029,7.3204e-06,702.68,776.63,457.12,15.384,0.51405,-0.19073,0.17013
0.11586,0.0031405,-0.11421,0.36316,0.055723,0.011566,0.021515,0.019517,0.010858,0.0028452,-0.0008282,-8.9497e-05,0.05907,0.0017021,-0.048342,0.45228,0.0059005,0.0081118,7.2507e-06,696.01,776.63,452.83,15.116,0.51364,-0.19073,0.17012
0.13321,0.018277,-0.096021,0.36177,0.056753,0.010939,0.021735,0.019199,0.011359,0.002717,-0.00083539,-0.00061855,0.057391,0.0071336,-0.038829,0.38577,0.0055951,0.0081749,6.7664e-06,593.47,776.28,386.39,14.12,0.5097,-0.19073,0.16993
0.16904,-0.015443,-0.10709,0.36742,0.053249,0.011862,0.021055,0.019804,0.0098254,0.0032198,-0.00034719,0.00087277,0.093917,-0.011116,-0.050013,0.56389,0.0061938,0.0079566,1.5567e-05,868.66,777.32,564.33,17.209,0.52274,-0.19073,0.17055
0.21896,-0.016416,-0.10899,0.37136,0.052812,0.011775,0.020753,0.019531,0.0097169,0.0033257,0.00026219,0.0011902,0.1155,-0.011532,-0.047556,0.55866,0.006228,0.0078835,1.633e-05,860.02,777.12,559.1,17.218,0.52727,-0.19073,0.17073
0.2644,-0.017374,-0.11097,0.3751,0.05304,0.012178,0.020388,0.019057,0.0097531,0.0032597,0.00086546,0.0013528,0.1299,-0.011072,-0.044222,0.53116,0.0062772,0.0078157,1.6462e-05,816.96,776.91,531.63,16.518,0.53147,-0.19073,0.17088
0.31899,-0.0081301,-0.051761,0.38004,0.053717,0.017467,0.019472,0.017488,0.009546,0.0025148,0.001441,0.0013514,0.13821,-0.013482,-0.0215,0.48923,0.0068422,0.007651,1.3579e-05,752.37,776.78,489.74,16.55,0.54155,-0.19073,0.17117
0.30916,-0.0042207,-0.024774,0.38062,0.053627,0.019876,0.01919,0.016852,0.0093378,0.0021885,0.001287,0.0012878,0.14054,-0.016056,-0.012053,0.52198,0.0073016,0.0075825,8.887e-06,803.63,776.82,522.46,18.625,0.54545,-0.19073,0.1713
0.28325,-0.0014036,-0.0088726,0.3804,0.053359,0.021559,0.019028,0.016462,0.009076,0.0019175,0.0010659,0.001292,0.1356,-0.017982,-0.0057242,0.55927,0.0076417,0.0075161,3.3243e-06,862.34,776.89,559.71,20.95,0.54906,-0.19073,0.17146
0.22733,0.036611,-0.019607,0.37604,0.051408,0.022899,0.018283,0.015667,0.0083431,0.0016591,0.00095469,0.0016484,0.1297,-0.0035077,-0.014165,0.63855,0.0083351,0.0073036,9.2398e-07,989.66,777.57,638.91,25.167,0.56061,-0.19073,0.17203
0.23444,0.04432,-0.02926,0.37527,0.051198,0.022462,0.018199,0.015344,0.0082946,0.0015861,0.00094776,0.0018,0.13957,0.0023736,-0.020591,0.66003,0.0083719,0.0072421,3.1375e-06,1025,777.63,660.37,27.594,0.56364,-0.19073,0.17218
0.25317,0.050075,-0.033197,0.37466,0.05105,0.021873,0.018228,0.014999,0.0082684,0.0015377,0.00091347,0.0018821,0.15821,0.0074627,-0.023662,0.67827,0.008445,0.0071863,6.7801e-06,1056.5,777.67,678.59,31.375,0.56639,-0.19073,0.1723
0.39364,0.036919,-0.056034,0.37397,0.05095,0.016095,0.018263,0.012764,0.0080057,0.0014608,0.00072584,0.0017832,0.26039,-0.0013701,-0.031282,0.73346,0.0091224,0.0069424,1.5537e-05,1160.4,778,733.72,48.928,0.57958,-0.19073,0.17281
0.40891,0.022231,-0.051921,0.37438,0.051261,0.015418,0.018373,0.012609,0.0080557,0.0013691,0.00066543,0.0017049,0.27181,-0.014711,-0.02729,0.72987,0.0090241,0.006905,1.5953e-05,1156.9,777.9,730.14,50.926,0.58182,-0.19073,0.17288
0.41895,0.0092374,-0.046484,0.37518,0.051663,0.014777,0.018412,0.012548,0.0080978,0.0012894,0.000618,0.0016438,0.28168,-0.026866,-0.021933,0.73376,0.0088209,0.0068725,1.5307e-05,1162,777.75,734.02,50.055,0.5839,-0.19073,0.17296
0.40812,-0.11787,0.020655,0.3845,0.053979,0.0081032,0.01745,0.011947,0.0077612,0.0011326,0.00018996,0.0013727,0.2713,-0.089901,0.020184,0.72369,0.0077623,0.0066602,4.4204e-06,1126,777.35,723.96,32.504,0.59831,-0.19073,0.17334
0.41474,-0.11717,0.026565,0.38569,0.054193,0.0074424,0.017366,0.011958,0.00771,0.0011039,0.0001646,0.0013564,0.27716,-0.089296,0.026125,0.72357,0.0076925,0.0066369,2.0003e-06,1124.1,777.22,723.85,31.074,0.6,-0.19073,0.17339
