"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","UWater:0","UWater:1","UWater:2","alpha.water","k","kMean","nut","p_rgh","p_rghMean","rho","p","Points:0","Points:1","Points:2"
0.61704,0.00092488,-0.14516,0.63941,0.024675,-0.12667,0.0064527,0.0040077,0.0025435,-0.0005283,-0.00031438,-0.0011548,0.33307,-0.012111,-0.073393,0.53723,0.012282,0.015926,0,1202.3,1118.1,537.69,34.186,-1.8181,-0.19073,0.17056
0.63283,0.0031171,-0.16039,0.65612,0.025671,-0.14688,0.0058715,0.0038319,0.0023628,-0.00043229,-0.00031189,-0.0011198,0.3468,-0.0097629,-0.085142,0.54218,0.012516,0.015976,0,1205.5,1111.4,542.64,31.791,-1.8132,-0.19073,0.16958
0.64377,0.0053612,-0.17425,0.65932,0.028502,-0.16148,0.0076759,0.0042474,0.0026246,-0.00063246,-0.00022512,-0.0020279,0.35278,-0.0094851,-0.089766,0.54279,0.012762,0.016032,3.06e-08,1202,1106.9,543.24,32.184,-1.809,-0.19073,0.16878
0.70365,0.01244,-0.24654,0.7063,0.03297,-0.23968,0.007915,0.0042658,0.0023865,-0.00061721,1.4599e-05,-0.0026255,0.39334,-0.0050793,-0.13006,0.54826,0.013414,0.015819,3.6261e-06,1182.1,1078.8,548.71,30.163,-1.791,-0.19073,0.16343
0.68306,0.0097481,-0.21979,0.69766,0.03055,-0.21399,0.0061511,0.0038104,0.002049,-0.0003823,-0.00014971,-0.0017937,0.37915,-0.0056594,-0.11553,0.55154,0.013168,0.015868,1.4356e-06,1204.9,1093.2,551.99,28.998,-1.7971,-0.19073,0.16546
0.64133,0.0059063,-0.18226,0.65077,0.029196,-0.16622,0.010366,0.0049071,0.0033968,-0.00061413,-9.8069e-05,-0.003523,0.35425,-0.010267,-0.091308,0.54187,0.012918,0.016066,6.2952e-08,1197.2,1104.3,542.33,32.705,-1.8062,-0.19073,0.16823
0.67141,0.009066,-0.20696,0.68659,0.030106,-0.20009,0.0070128,0.0040148,0.0023702,-0.00037918,-0.00019783,-0.0021212,0.37354,-0.006563,-0.10947,0.5496,0.013105,0.015975,7.1107e-08,1204,1095.9,550.05,29.508,-1.8,-0.19073,0.16644
0.71614,0.011894,-0.26092,0.71616,0.033067,-0.25587,0.0075301,0.004168,0.0022764,-0.00060416,1.2015e-05,-0.0025058,0.40349,-0.0040432,-0.14158,0.55095,0.01355,0.015836,4.1567e-06,1180.7,1072.9,551.4,28.593,-1.788,-0.19073,0.16249
0.72271,0.0029693,-0.28537,0.70632,0.033275,-0.27033,0.011744,0.0053408,0.0039835,-0.00099957,0.00040318,-0.005171,0.41312,-0.0051736,-0.15353,0.54735,0.013879,0.015773,7.1043e-06,1159.8,1061.2,547.8,29.398,-1.782,-0.19073,0.16044
0.76427,0.0016554,-0.32815,0.72864,0.033868,-0.3129,0.010179,0.0047921,0.0034097,-0.0010634,0.00042366,-0.0045311,0.43369,-0.003209,-0.17968,0.55261,0.013953,0.015535,8.0973e-06,1155,1049,553.06,27.384,-1.7736,-0.19073,0.15707
0.76299,-0.00023259,-0.32936,0.72442,0.033626,-0.31219,0.010937,0.0049974,0.0038651,-0.0010665,0.00045275,-0.0050833,0.43408,-0.0034265,-0.18041,0.55206,0.013987,0.01553,8.1173e-06,1152.8,1048.1,552.51,27.426,-1.773,-0.19073,0.15686
0.086745,-0.016922,0.039291,0.0081749,-0.0025162,0.0054697,0.014477,0.014745,0.011429,0.00061126,-4.4352e-05,0.0044682,0.01396,-0.0060655,0.0077656,0.42793,0.016289,0.015229,1.001e-05,890.38,1026.2,428.5,51.735,-1.4548,-0.19073,0.15754
0.087514,-0.017559,0.038596,0.0079623,-0.002686,0.0055344,0.014491,0.014747,0.011437,0.00061069,-7.428e-05,0.0044677,0.014131,-0.0062265,0.0075977,0.42782,0.016314,0.015242,9.9322e-06,890.17,1026.2,428.39,51.705,-1.4546,-0.19073,0.15755
0.033935,-0.018119,-0.003354,0.0024582,-0.006974,0.0046472,0.014312,0.015287,0.01215,0.00057424,-0.00012482,0.0047508,-0.016458,-0.0050259,-0.011798,0.43623,0.016801,0.015828,2.1354e-06,901.98,1026.7,436.8,49.105,-1.4461,-0.19073,0.158
0.034717,-0.018771,-0.0033244,0.0017336,-0.0073477,0.0047931,0.014336,0.015302,0.012191,0.00065095,-0.00015661,0.004847,-0.017906,-0.0050474,-0.012211,0.43208,0.016856,0.015878,1.9237e-06,893.44,1026.8,432.65,49.029,-1.4454,-0.19073,0.15803
0.0014487,-0.028745,-0.025394,-0.0033965,-0.007393,0.0042759,0.014185,0.015755,0.012462,0.00051923,-8.3811e-05,0.0051109,-0.032691,-0.0092027,-0.016083,0.46185,0.016678,0.016458,1.5171e-07,947.74,1027.2,462.38,46.682,-1.4375,-0.19073,0.1585
-0.003675,-0.029757,-0.024318,-0.0045419,-0.007587,0.004203,0.014177,0.015798,0.0125,0.00063274,7.4392e-06,0.0052714,-0.037071,-0.0091337,-0.017086,0.45478,0.016733,0.016558,2.985e-07,932.84,1027.3,455.32,46.27,-1.4364,-0.19073,0.15854
-0.0063403,-0.041519,-0.020358,-0.0059375,-0.0060409,0.003033,0.014424,0.01639,0.012503,0.0006052,-2.936e-05,0.0054747,-0.036775,-0.013766,-0.011412,0.47453,0.016267,0.017117,4.3902e-07,968.84,1027.6,475.06,43.888,-1.4291,-0.19073,0.15911
-0.025605,-0.049471,-0.026267,-0.0073139,-0.0057785,0.002079,0.014368,0.016534,0.012523,0.00073264,0.00012822,0.0055988,-0.040942,-0.014797,-0.012951,0.47123,0.016364,0.017269,9.4281e-07,961.48,1027.8,471.76,42.986,-1.4273,-0.19073,0.15921
-0.0072243,-0.054879,-0.011688,-0.0052983,-0.0053752,2.8814e-05,0.014683,0.016962,0.012275,0.0011559,0.00023006,0.005509,-0.034094,-0.016502,-0.007408,0.47091,0.016143,0.017693,1.2419e-06,960.11,1028,471.44,41.828,-1.4207,-0.19073,0.15981
-0.03526,-0.06166,-0.024323,-0.0068389,-0.0051588,-0.0021349,0.014412,0.017306,0.01205,0.0012431,0.00038212,0.0053127,-0.035811,-0.017483,-0.0082127,0.47077,0.016212,0.017852,6.7297e-07,959.82,1028.3,471.3,40.98,-1.4182,-0.19073,0.15997
-0.022349,-0.064811,-0.017506,-0.0037287,-0.0056223,-0.0029965,0.014857,0.017352,0.011725,0.0019609,0.00064279,0.0051816,-0.030731,-0.018281,-0.0070866,0.46109,0.016132,0.018076,2.3755e-06,940.52,1028.6,461.63,39.95,-1.4123,-0.19073,0.16047
-0.044959,-0.05162,-0.021831,-0.0058884,-0.0065424,-0.0051421,0.014331,0.017375,0.0111,0.0020675,0.00077096,0.0047144,-0.032727,-0.017354,-0.0070084,0.45742,0.016082,0.018199,1.7107e-06,932.8,1029.1,457.96,38.83,-1.4091,-0.19073,0.16067
-0.041804,-0.053098,-0.023635,-0.0018103,-0.0060793,-0.0033715,0.014998,0.017257,0.011021,0.0025697,0.00091797,0.0047332,-0.031515,-0.017867,-0.010012,0.44377,0.016233,0.018314,4.0269e-06,905.31,1029.4,444.32,37.317,-1.4038,-0.19073,0.16109
-0.059848,-0.039707,-0.025437,-0.003715,-0.0081859,-0.0044148,0.014601,0.016567,0.010312,0.0027155,0.00093171,0.0042842,-0.034005,-0.017105,-0.0098907,0.43643,0.01633,0.01838,5.7167e-06,889.83,1029.9,436.99,35.819,-1.4,-0.19073,0.16133
-0.060666,-0.036088,-0.030565,0.0011861,-0.0060718,-0.0016456,0.015298,0.016382,0.010394,0.002816,0.00080097,0.0042904,-0.035122,-0.015005,-0.014346,0.42575,0.016842,0.018468,5.6405e-06,868.58,1030.3,426.33,34.806,-1.3954,-0.19073,0.16172
-0.078819,-0.040567,-0.039223,-0.00017598,-0.0084706,-0.0018286,0.015549,0.015369,0.0098363,0.0028281,0.00076744,0.0037894,-0.037488,-0.015841,-0.014987,0.41874,0.017035,0.018481,8.2633e-06,854.43,1031,419.32,33.56,-1.3909,-0.19073,0.16203
-0.078927,-0.032254,-0.042742,0.0045695,-0.0060278,-0.00022608,0.016216,0.015133,0.010008,0.0026548,0.00050913,0.0037753,-0.038592,-0.010216,-0.017915,0.41775,0.017427,0.018535,7.9597e-06,852.55,1031.5,418.33,33.273,-1.3869,-0.19073,0.16234
-0.098481,-0.039048,-0.051611,0.0040252,-0.0069059,-0.00014912,0.017088,0.014078,0.0096118,0.00258,0.00043617,0.0032233,-0.041158,-0.011079,-0.018571,0.41491,0.017116,0.01855,1.5573e-05,847.12,1032.3,415.5,32.107,-1.3818,-0.19073,0.16269
-0.095665,-0.027709,-0.053239,0.008095,-0.0052365,0.00066491,0.017764,0.013913,0.0098908,0.0023293,0.00021175,0.0032909,-0.040167,-0.0025718,-0.019819,0.42042,0.017218,0.018578,1.6486e-05,858.3,1032.7,421,32.44,-1.3784,-0.19073,0.16291
-0.11138,-0.028817,-0.056589,0.0098,-0.0045018,0.0017935,0.018506,0.013242,0.0095846,0.0021407,-0.00011652,0.0028734,-0.042468,-0.0025321,-0.020546,0.42517,0.016619,0.01861,3.1194e-05,868.49,1033.8,425.75,31.564,-1.3727,-0.19073,0.16326
-0.10524,-0.016143,-0.057679,0.012832,-0.0040326,0.0023062,0.019151,0.013197,0.0097786,0.0019702,-0.00030744,0.0030199,-0.0385,0.0075036,-0.021181,0.43207,0.016702,0.018641,3.3377e-05,882.74,1034.1,432.63,32.376,-1.3699,-0.19073,0.16342
-0.10809,-0.012838,-0.059719,0.01589,-0.003513,0.0047707,0.01963,0.013177,0.0097467,0.0017563,-0.00082219,0.0028361,-0.039402,0.0095409,-0.023452,0.4479,0.016791,0.01875,3.9776e-05,916.4,1035.2,448.45,32.415,-1.3636,-0.19073,0.16376
-0.099743,-0.0015497,-0.059666,0.017956,-0.0040097,0.0047825,0.020162,0.01319,0.0097922,0.0016817,-0.00094036,0.0030107,-0.033224,0.019015,-0.023313,0.45515,0.016799,0.018785,4.3731e-05,931.6,1035.5,455.7,33.465,-1.3612,-0.19073,0.16387
-0.085479,0.0084102,-0.060179,0.019986,-0.0049875,0.0062454,0.020756,0.013247,0.0099702,0.0016119,-0.0012118,0.0030485,-0.030975,0.023935,-0.026506,0.48649,0.017472,0.019072,4.5498e-05,997.87,1036.6,487.01,34.406,-1.3546,-0.19073,0.16423
-0.077412,0.015534,-0.058115,0.021451,-0.0058205,0.005877,0.021057,0.013253,0.0099525,0.0015519,-0.0012277,0.0031929,-0.024354,0.030563,-0.024861,0.49228,0.017356,0.01911,4.9115e-05,1010.2,1036.8,492.79,35.364,-1.3526,-0.19073,0.16433
-0.054596,0.031514,-0.050511,0.021968,-0.008775,0.0050837,0.021534,0.012981,0.010164,0.0014642,-0.00096741,0.0033242,-0.018411,0.037305,-0.024967,0.53337,0.017475,0.019606,5.4481e-05,1096.8,1038,533.84,36.277,-1.3455,-0.19073,0.16478
-0.049023,0.033648,-0.047475,0.02298,-0.0092821,0.0047993,0.02158,0.012952,0.010132,0.001395,-0.0009257,0.0033689,-0.013305,0.039833,-0.022416,0.53665,0.017357,0.019637,5.616e-05,1104.1,1038.1,537.11,36.906,-1.3441,-0.19073,0.16487
-0.029095,0.047904,-0.027748,0.021755,-0.011922,0.0029672,0.021859,0.01245,0.01039,0.0011329,-0.00059724,0.0031565,-0.0054826,0.045544,-0.015251,0.58102,0.016796,0.02017,5.9202e-05,1196.9,1039.4,581.44,36.956,-1.3364,-0.19073,0.16541
-0.02672,0.047084,-0.025383,0.022362,-0.012049,0.0029067,0.021799,0.012424,0.010354,0.0011029,-0.00055532,0.0031174,-0.0030983,0.045044,-0.013187,0.58153,0.016745,0.020187,5.9557e-05,1198.4,1039.5,581.94,37.307,-1.3356,-0.19073,0.16547
-0.013761,0.049752,0.010131,0.021786,-0.01191,0.00023132,0.021753,0.011637,0.010304,0.00081989,-0.00051035,0.0024209,0.0033191,0.043996,0.0047939,0.61575,0.016197,0.020665,5.9178e-05,1270.9,1040.7,616.14,36.889,-1.3273,-0.19073,0.16608
-0.013585,0.049281,0.010534,0.021907,-0.011909,0.00023569,0.021737,0.011631,0.010294,0.00082126,-0.00050047,0.0024073,0.0035087,0.04355,0.0051376,0.61543,0.016193,0.020667,5.9178e-05,1270.4,1040.8,615.81,36.958,-1.3271,-0.19073,0.16609
-0.013054,0.046395,0.019525,0.022372,-0.011446,-0.00030302,0.021646,0.011443,0.010175,0.00082734,-0.00050372,0.0022303,0.0037194,0.041054,0.010084,0.61541,0.016133,0.020745,5.8023e-05,1271.3,1041,615.79,37.006,-1.3253,-0.19073,0.16622
-0.010237,0.036333,0.050546,0.024322,-0.0089242,-0.0014505,0.022042,0.011142,0.010141,0.00078058,-0.00048525,0.0018554,0.0080999,0.034612,0.028227,0.61032,0.016067,0.021098,5.4456e-05,1263.4,1040.8,610.71,38.964,-1.3187,-0.19073,0.16669
-0.010073,0.036092,0.054173,0.023993,-0.0088839,-0.0015207,0.021982,0.011061,0.010083,0.00083487,-0.00049632,0.0017692,0.0080655,0.034506,0.028893,0.61102,0.016044,0.021121,5.3924e-05,1264.9,1040.9,611.41,38.99,-1.3182,-0.19073,0.1667
-0.010444,0.034894,0.056942,0.023703,-0.0088009,-0.0015175,0.021899,0.010998,0.010034,0.00084631,-0.00050078,0.0016905,0.0081128,0.034243,0.029341,0.60974,0.01603,0.021146,5.3218e-05,1262.3,1040.9,610.13,39.02,-1.3177,-0.19073,0.16671
-0.019451,0.0076796,0.088458,0.026409,-0.0056313,-0.0014528,0.02197,0.010479,0.0098399,0.0011402,-0.00037998,0.0012324,0.0052044,0.017431,0.044367,0.56557,0.015813,0.021479,4.502e-05,1175.8,1040.8,566,41.474,-1.3091,-0.19073,0.1672
-0.036067,-0.026077,0.094917,0.029091,-0.0043476,0.00049759,0.021789,0.0099705,0.0099879,0.0016858,-0.00018086,0.0012156,-0.0033194,-0.0011546,0.044626,0.50232,0.015286,0.021853,3.6893e-05,1049.2,1040.8,502.81,42.656,-1.3014,-0.19073,0.16761
-0.037692,-0.030154,0.095656,0.028171,-0.0043982,0.00044467,0.021597,0.0099219,0.0099091,0.0016156,-0.00027991,0.0011239,-0.0030572,-0.0018696,0.044269,0.49444,0.01529,0.021943,3.5736e-05,1033,1040.9,494.95,42.656,-1.3,-0.19073,0.16765
-0.036491,-0.032078,0.086498,0.027169,-0.0051461,0.00046783,0.021526,0.0098288,0.0098404,0.0015385,-0.00039475,0.0011541,-0.0028113,-0.0024671,0.042243,0.48823,0.015232,0.022029,3.445e-05,1020.5,1041.1,488.74,42.737,-1.2985,-0.19073,0.16772
-0.044042,-0.060324,0.06067,0.029249,-0.0070021,0.0036315,0.021131,0.0093881,0.010414,0.0022059,-0.00029612,0.0014068,-0.0081414,-0.016628,0.028109,0.44056,0.014687,0.022418,2.7407e-05,925.67,1041.3,441.12,44.015,-1.2909,-0.19073,0.16811
-0.03844,-0.068742,0.020757,0.030913,-0.010155,0.0056501,0.021067,0.0090336,0.010814,0.0027507,-0.00027382,0.0017246,-0.0066559,-0.021615,0.0071605,0.42732,0.014156,0.022616,2.3059e-05,901.16,1041.6,427.89,45.838,-1.2841,-0.19073,0.16843
-0.033363,-0.067259,0.00010444,0.029337,-0.011402,0.0056022,0.021031,0.0088559,0.010578,0.0027664,-0.0003355,0.0018371,-0.0064637,-0.022127,0.0024807,0.43038,0.013818,0.022694,2.1894e-05,908.46,1041.8,430.95,46.233,-1.2818,-0.19073,0.16853
-0.026253,-0.06237,-0.010294,0.027896,-0.012109,0.0050517,0.020797,0.0086238,0.010167,0.002963,-0.00026519,0.0018669,-0.005713,-0.022134,-0.00077521,0.44807,0.0135,0.022777,2.1516e-05,946.16,1042.1,448.63,46.591,-1.2794,-0.19073,0.16862
-0.011467,-0.05,-0.037136,0.029291,-0.015076,0.0049458,0.021,0.0082514,0.0096507,0.0032583,-0.00015879,0.0021225,0.0013622,-0.0178,-0.015724,0.4644,0.012987,0.022865,1.69e-05,980.88,1042.2,464.93,47.586,-1.2727,-0.19073,0.16889
-0.0040035,-0.031143,-0.039857,0.031134,-0.017253,0.0038289,0.021335,0.0079372,0.0087904,0.0032228,1.924e-05,0.0022607,0.0048778,-0.0088483,-0.018345,0.48251,0.013443,0.022983,1.1094e-05,1017.9,1042.2,483.03,47.65,-1.2666,-0.19073,0.16911
0.0023618,-0.020873,-0.027741,0.029758,-0.017267,0.0028502,0.021043,0.0076566,0.0082138,0.0033529,0.00026524,0.0021364,0.0053659,-0.0070005,-0.014879,0.50173,0.013608,0.023141,6.6309e-06,1058.5,1042.3,502.23,47.955,-1.2636,-0.19073,0.16919
-0.0056386,-0.0067198,-0.011619,0.029376,-0.016473,0.0018082,0.02088,0.0074197,0.007811,0.0032117,0.00049803,0.0019756,0.0030039,-0.0029646,-0.010623,0.49122,0.014289,0.023336,3.7638e-06,1036.1,1042.4,491.73,47.582,-1.2605,-0.19073,0.16927
-0.021513,0.014663,-0.0085854,0.031405,-0.017511,0.00055716,0.021111,0.0072164,0.0071752,0.0029344,0.00059323,0.0019572,-0.0054276,0.0096132,-0.010991,0.49327,0.015613,0.023534,1.0768e-06,1037.3,1042.3,493.77,45.632,-1.2545,-0.19073,0.16948
-0.041789,0.036651,-0.0090497,0.033832,-0.017919,-3.0372e-05,0.021133,0.0071302,0.0069325,0.0025716,0.00055055,0.0017938,-0.01511,0.024811,-0.012222,0.50051,0.016398,0.023685,1.3167e-06,1045.8,1042.2,501,41.636,-1.249,-0.19073,0.16968
-0.062219,0.052992,-0.0091688,0.034276,-0.016673,-0.00088487,0.020965,0.0069104,0.0067244,0.0022771,0.00067127,0.001595,-0.018726,0.028496,-0.01311,0.47427,0.016948,0.023869,7.1236e-06,989.38,1042.3,474.8,40.007,-1.2455,-0.19073,0.16976
-0.077949,0.063831,-0.014961,0.035395,-0.015489,-0.001035,0.020753,0.0067527,0.0066035,0.0020616,0.00072301,0.0014603,-0.020411,0.030178,-0.01386,0.4631,0.017095,0.024009,1.0754e-05,964.45,1042.4,463.64,38.339,-1.2417,-0.19073,0.16988
-0.083534,0.079339,-0.004874,0.037847,-0.015744,-0.0010739,0.02063,0.0067005,0.0065801,0.00169,0.00065353,0.0012049,-0.021013,0.042084,-0.0066563,0.47759,0.017194,0.024083,1.3519e-05,989.13,1042.4,478.11,35.437,-1.2364,-0.19073,0.17007
-0.078093,0.083929,0.011978,0.039659,-0.01614,-0.0011164,0.020534,0.0066254,0.0065841,0.001351,0.00058806,0.00099104,-0.015023,0.044854,0.0047033,0.47535,0.017154,0.024125,1.7136e-05,983.55,1042.4,475.88,35.028,-1.2314,-0.19073,0.17025
-0.083001,0.08902,0.014392,0.040816,-0.014831,-0.00060947,0.020077,0.0065493,0.0064015,0.0012154,0.00063071,0.00098091,-0.014323,0.044809,0.0064001,0.46604,0.017385,0.024341,1.7135e-05,963.53,1042.5,466.57,33.854,-1.2273,-0.19073,0.17038
-0.083836,0.08976,0.014097,0.041666,-0.013978,-0.00022863,0.019402,0.0065425,0.0061351,0.001007,0.0005806,0.0010017,-0.012521,0.043161,0.0068412,0.44808,0.01802,0.024645,1.7185e-05,926.21,1042.7,448.63,32.851,-1.2229,-0.19073,0.17052
-0.078969,0.08506,0.018861,0.04278,-0.014272,-0.000389,0.019276,0.0064208,0.0060421,0.0006819,0.00051148,0.00087854,-0.0065838,0.036725,0.0098114,0.42505,0.018183,0.024717,1.7928e-05,879.86,1042.7,425.62,32.89,-1.2182,-0.19073,0.17069
-0.078083,0.077001,0.012485,0.043707,-0.014676,-0.00047185,0.01915,0.0062702,0.0058945,0.00041674,0.0004401,0.00079246,-0.0045044,0.028119,0.0062429,0.40332,0.018397,0.024737,1.6787e-05,835.48,1042.6,403.92,32.001,-1.2138,-0.19073,0.17085
-0.078799,0.07211,-0.0016031,0.044985,-0.014329,-0.00038408,0.018629,0.0062405,0.0054964,0.00014753,0.00023458,0.00073471,-0.0032538,0.026067,0.0035245,0.38769,0.019564,0.02501,1.2772e-05,802.91,1042.7,388.3,30.936,-1.2091,-0.19073,0.171
-0.075411,0.063132,-0.01515,0.046537,-0.013863,-0.00025618,0.018488,0.0062241,0.0050911,-9.5655e-05,6.3418e-05,0.00060597,-0.0016853,0.024338,0.00062647,0.38206,0.020807,0.025198,1.1088e-05,790.92,1042.8,382.67,29.957,-1.204,-0.19073,0.17115
-0.07571,0.057153,-0.021162,0.047373,-0.014172,-0.00028726,0.018372,0.0061117,0.0049427,-0.00024587,4.0513e-05,0.00054318,-0.0020799,0.018692,-0.0018137,0.3701,0.020953,0.025184,1.0714e-05,765.9,1042.7,370.73,28.696,-1.2,-0.19073,0.1713
-0.075047,0.053517,-0.02384,0.048075,-0.014127,-0.00026545,0.018267,0.0060558,0.004844,-0.00030927,8.0442e-05,0.00047505,-0.0021627,0.015371,-0.002591,0.35797,0.021222,0.025197,1.1479e-05,740.88,1042.6,358.61,27.71,-1.1962,-0.19073,0.17143
-0.07304,0.045842,-0.024722,0.049434,-0.013005,0.00014388,0.018452,0.0060697,0.0045235,-0.0005201,0.00010462,0.00033711,-0.00025636,0.014229,-0.0033563,0.35333,0.022975,0.025421,1.3939e-05,731.24,1042.7,353.98,26.975,-1.1909,-0.19073,0.17159
-0.080277,0.039501,-0.02197,0.051465,-0.012016,0.00074624,0.018799,0.0060027,0.0042705,-0.00067419,0.00013427,0.00025028,0.00057496,0.012427,-0.0029477,0.34137,0.025423,0.025757,1.5436e-05,706.91,1042.9,342.03,26.327,-1.1852,-0.19073,0.17177
-0.079273,0.035247,-0.024746,0.052268,-0.011725,0.0009575,0.018705,0.0059858,0.0042396,-0.00068902,0.00017407,0.0001646,0.0013714,0.0097856,-0.0043694,0.32838,0.026093,0.025831,1.5793e-05,680.46,1042.9,329.05,25.782,-1.1818,-0.19073,0.17189
-0.076911,0.029288,-0.027592,0.053313,-0.011346,0.0010969,0.018589,0.0060052,0.004242,-0.00068364,0.00019735,0.0001183,0.0029782,0.0066657,-0.0060431,0.3212,0.026833,0.025921,1.6113e-05,665.9,1042.8,321.88,25.693,-1.1786,-0.19073,0.17199
-0.082788,0.02441,-0.030783,0.056992,-0.010893,0.0010817,0.018883,0.0058777,0.0039353,-0.00068813,0.00014951,0.00016211,0.0035132,0.0046787,-0.0059103,0.31123,0.028788,0.026312,1.5395e-05,645.74,1043.1,311.92,25.165,-1.1727,-0.19073,0.17218
-0.073778,0.019497,-0.036642,0.062618,-0.010499,0.0005384,0.019191,0.0059523,0.003733,-0.00065742,7.0213e-05,0.00045678,0.0050699,0.0029782,-0.0061968,0.31035,0.028484,0.026717,1.2648e-05,644.41,1043.2,311.04,24.905,-1.1664,-0.19073,0.17239
-0.070123,0.014316,-0.037445,0.063909,-0.010155,0.00052916,0.019093,0.0060131,0.0037393,-0.0006491,8.1154e-05,0.00049062,0.0072434,0.0001554,-0.0067167,0.31073,0.028822,0.026781,1.3096e-05,645.29,1043.2,311.42,25.302,-1.1636,-0.19073,0.17247
-0.065733,0.0098479,-0.036555,0.065352,-0.0098925,0.00061367,0.019002,0.0061088,0.003769,-0.00063015,9.8374e-05,0.00055165,0.010064,-0.0025743,-0.0064142,0.31731,0.028928,0.026826,1.2412e-05,658.99,1043.1,317.99,26.253,-1.161,-0.19073,0.17255
-0.041264,0.0022128,-0.039461,0.07158,-0.0089486,0.00038168,0.019764,0.0065708,0.0038319,-0.00069434,7.5332e-06,0.00093524,0.012865,-0.0044071,-0.0067223,0.32825,0.026684,0.027389,6.6615e-06,682.1,1043.1,328.92,26.281,-1.1545,-0.19073,0.17277
0.0013095,-0.010861,-0.035338,0.076534,-0.0069269,0.00081505,0.021794,0.0072929,0.0041155,-0.00072217,-6.2221e-05,0.0011405,0.019352,-0.0085596,-0.0063745,0.35919,0.024673,0.02852,2.9171e-06,746.97,1043.1,359.83,27.516,-1.1476,-0.19073,0.17301
0.0049349,-0.014533,-0.033753,0.077914,-0.006774,0.0010738,0.021772,0.0073829,0.0041563,-0.00070016,-4.9384e-05,0.0011814,0.021959,-0.011084,-0.0057352,0.3701,0.024635,0.02859,2.0386e-06,769.72,1043,370.73,28.847,-1.1454,-0.19073,0.17308
0.0064123,-0.017471,-0.031907,0.079391,-0.0067643,0.001548,0.021843,0.0074582,0.0041983,-0.00067928,-5.2097e-05,0.0011906,0.024036,-0.013662,-0.0047218,0.38527,0.02453,0.028681,1.6902e-06,801.43,1042.7,385.88,30.696,-1.1435,-0.19073,0.17313
0.052949,-0.036599,-0.021543,0.082809,-0.0042306,0.0025028,0.027237,0.0085258,0.0044144,-0.00059332,-0.00011425,0.00091383,0.034586,-0.021,-0.0031912,0.44132,0.023229,0.030651,1.1653e-06,919.17,1042.5,441.88,33.751,-1.1364,-0.19073,0.17336
0.094952,-0.055822,-0.012046,0.082273,-0.0032323,0.0048716,0.039984,0.010694,0.0048318,-0.00010017,-0.00018856,5.3494e-05,0.051987,-0.030603,-0.0015666,0.52138,0.02236,0.033488,1.5506e-06,1087.8,1041.6,521.86,38.895,-1.1288,-0.19073,0.17357
0.095137,-0.056804,-0.011097,0.083541,-0.0034576,0.0053462,0.040253,0.010777,0.0048778,-8.6354e-05,-0.00020625,4.8805e-05,0.052997,-0.031914,-0.00082853,0.53405,0.02222,0.033625,1.4342e-06,1114.4,1041.3,534.51,40.467,-1.1273,-0.19073,0.17362
0.094654,-0.055862,-0.0097451,0.08538,-0.0036579,0.0060541,0.04055,0.010898,0.0049547,-0.00010174,-0.00023878,1.179e-06,0.053423,-0.031611,0.00053673,0.54405,0.022013,0.033814,1.3407e-06,1135.5,1040.8,544.51,41.997,-1.1258,-0.19073,0.17366
0.13236,-0.059009,-0.0058083,0.09465,-0.0035167,0.0042774,0.089844,0.014073,0.0071614,9.8362e-05,-0.00014193,-0.0018698,0.077299,-0.036688,0.0013316,0.64245,0.020959,0.036777,1.112e-06,1341.5,1038.5,642.81,48.123,-1.1182,-0.19073,0.17359
0.18227,-0.037332,0.0085618,0.087868,-0.0067571,-0.016281,0.22244,0.02078,0.013719,0.00066028,5.8287e-05,0.0079423,0.11683,-0.030319,0.016527,0.73529,0.01928,0.037019,6.0873e-07,1531.1,1030.7,735.55,57.458,-1.1116,-0.19073,0.17261
0.18289,-0.035464,0.023144,0.10364,-0.0068605,-0.0045999,0.22194,0.020901,0.013809,0.00051274,-9.1797e-05,0.0080028,0.11946,-0.029477,0.030345,0.754,0.018839,0.037013,8.4476e-08,1569.9,1028.4,754.24,61.034,-1.1091,-0.19073,0.17248
0.2526,-0.054331,0.065191,0.24873,-0.019496,0.087036,0.13391,0.016325,0.013349,0.0042744,0.00054948,0.021105,0.20633,-0.046525,0.057313,0.85107,0.017764,0.040356,8.0929e-07,1790.7,1037.1,851.22,69.419,-1.0968,-0.19073,0.17367
0.21154,-0.039766,0.047216,0.1717,-0.010912,0.023872,0.19494,0.019701,0.01421,0.0015179,7.5819e-05,0.01397,0.15777,-0.035807,0.048151,0.81097,0.018163,0.036877,0,1694.7,1032.5,811.16,63.021,-1.1,-0.19073,0.17312
0.26004,-0.055521,0.059889,0.25161,-0.022147,0.096945,0.14331,0.016975,0.014103,0.0053013,0.00080358,0.023108,0.21129,-0.047671,0.052443,0.85072,0.017918,0.041015,1.1681e-06,1793.3,1038.6,850.87,70.853,-1.0955,-0.19073,0.174
0.59825,-0.11291,-0.083212,0.53097,-0.02662,-0.087096,0.0083531,0.0090982,0.0048082,-0.00033851,-0.0006879,0.00037192,0.17587,-0.033966,-0.020514,0.29809,0.0094578,0.010594,1.5735e-05,592.21,1004.9,298.79,6.1718,-0.93634,-0.19073,0.17427
